name_of_listing,listing_id,city,state,country,bedrooms,bathrooms,beds,accommodation_total,host_name,host_id,latitude,longitude,room_type,picture_url,ratings,listing_amenities,_id
Honey Hive- 3 BR 4 miles from UoA dog friendly,561411057169380414,Fayetteville,Arkansas,United States,3 bedrooms,2 baths,4 beds,$101, Brooke,131956157,36.0957,-94.21076,Entire home hosted by Brooke,https://a0.muscache.com/im/pictures/a7d94c90-4b70-4e56-8fb5-a9e2ade91f7d.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services
Mid-century experience in the historic district,549189804514114131,Fayetteville,Arkansas,United States,3 bedrooms,1.5 baths,4 beds,$95, Elizabeth,442375377,36.08393,-94.14832,Entire home hosted by Elizabeth,https://a0.muscache.com/im/pictures/miso/Hosting-549189804514114131/original/e9e4cc48-fba3-4ef4-8a68-59bb174c217a.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
Fayetteview - Rooftop Balcony with HOT TUB! - FIVE Minutes from DT and U of A,639964588325409047,Fayetteville,Arkansas,United States,3 bedrooms,2.5 baths,3 beds,, Cohobnb,72787555,36.08195,-94.15353,Entire home hosted by Cohobnb,https://a0.muscache.com/im/pictures/prohost-api/Hosting-639964588325409047/original/cb42699d-a781-46d6-87ae-9937e7078a24.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Fayetteville Sweet Spot 3,42327186,Fayetteville,Arkansas,United States,2 bedrooms,1.5 baths,2 beds,$89, Amy/Donny,197344993,36.0874,-94.17346,Entire townhouse hosted by Amy/Donny,https://a0.muscache.com/im/pictures/miso/Hosting-42327186/original/291664c3-8725-4785-a7fe-8f840d4d5e42.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Picturesque HOT TUB+game room kayaks+near water,53197466,Fayetteville,Arkansas,United States,2 bedrooms,2 baths,6 beds,$226, Ashley,430650936,36.14231,-94.03005,Entire home hosted by Ashley,https://a0.muscache.com/im/pictures/b8ddb4ac-37ab-494f-92d3-95daf1f612d6.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Scenic views; Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services
Dickson St Condo - ON Dickson Street!,36031082,Fayetteville,Arkansas,United States,1 bedroom,1 bath,2 beds,$199, Cohobnb,72787555,36.06579,-94.16151,Entire condo hosted by Cohobnb,https://a0.muscache.com/im/pictures/5e3d7511-574c-4ba0-8907-3a5058502b27.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Razorback Trailside Bungalow | Private Fenced Yard,50550777,Fayetteville,Arkansas,United States,2 bedrooms,1 bath,4 beds,$94, Anna,408428501,36.13176,-94.16486,Entire bungalow hosted by Anna,https://a0.muscache.com/im/pictures/879b3788-4179-4030-a315-d130e88c812f.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Scenic views; Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Augie's SoFay Studio | Boho | Private Entrance,,Fayetteville,Arkansas,United States,1 bedroom,1 bath,1 bed,$85, Isaac,358214991,36.0565,-94.13501,Entire guest suite hosted by Isaac,https://a0.muscache.com/im/pictures/miso/Hosting-52808738/original/8966a2d3-4ae9-4558-8db5-6169219c7b2e.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Parking and facilities; Services; Not included
The Ice Loft - In Entertainment District - NEW!,50196560,Fayetteville,Arkansas,United States,2 bedrooms,2 baths,3 beds,$154, Cohobnb,72787555,36.06714,-94.16464,Entire home hosted by Cohobnb,https://a0.muscache.com/im/pictures/prohost-api/Hosting-50196560/original/8d2ea682-fbe6-4bae-8c8e-8b0e902347c7.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Charming Ozark Retreat - Private entrance and bath,,Springdale,Arkansas,United States,1 bedroom,1 private bath,1 bed,$45, Sharlet,399512374,36.20286,-94.15104,Private room in guest suite hosted by Sharlet,https://a0.muscache.com/im/pictures/aed0bd5a-46dc-4eff-88c7-bd41cb0140b0.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Scenic views; Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
The Undergraduate | Metro District | Steps to Dickson,624718137863331036,Fayetteville,Arkansas,United States,2 bedrooms,2 baths,3 beds,$149, Pink Door BnB,258807739,36.06356,-94.16583,Entire rental unit hosted by Pink Door BnB,https://a0.muscache.com/im/pictures/prohost-api/Hosting-624718137863331036/original/7c29fee9-b0a3-446f-bf43-eac3e10c3ce7.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Greenway Getaway - Walk/Ride Everywhere,52120389,Fayetteville,Arkansas,United States,1 bedroom,1 bath,1 bed,$156, Bryce,15743438,36.05935,-94.16671,Entire condo hosted by Bryce,https://a0.muscache.com/im/pictures/34a0fe98-ebc9-4b5b-90dc-3fc82135a09c.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
The Elm- Urban Downtown Home- South Fayetteville,52968232,Fayetteville,Arkansas,United States,3 bedrooms,2.5 baths,3 beds,$118, Cohobnb,72787555,36.05527,-94.16563,Entire home hosted by Cohobnb,https://a0.muscache.com/im/pictures/prohost-api/Hosting-52968232/original/a457842b-f5ff-4a92-87b2-8b94c9eee896.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Secluded Studio Near Campus and Bike Trail Access,51187444,Fayetteville,Arkansas,United States,Studio,,1 private bath,$75, Darinda,414287548,36.08359,-94.1612,Private room in home hosted by Darinda,https://a0.muscache.com/im/pictures/miso/Hosting-51187444/original/9d8dac6d-0207-4a38-9667-1513d72e0915.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Dickson St. Hideaway,47213564,Fayetteville,Arkansas,United States,2 bedrooms,1.5 baths,2 beds,$175, Cole,111438959,36.06747,-94.16697,Entire condo hosted by Cole,https://a0.muscache.com/im/pictures/3ce469ce-56e9-4bdd-bbf8-88c7f63966b6.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Parking and facilities; Services; Not included
Wildflower Cottage,585537376391904735,Fayetteville,Arkansas,United States,3 bedrooms,2 baths,4 beds,$85, Justin,72148039,36.08452,-94.20375,Entire home hosted by Justin,https://a0.muscache.com/im/pictures/dd7df017-9681-44ea-8697-e11bc94e42ea.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Historic downtown 1 bedrm. Treehouse,14070816,Fayetteville,Arkansas,United States,1 bedroom,1 bath,1 bed,$95, Lisa,14812062,36.07084,-94.14959,Entire rental unit hosted by Lisa,https://a0.muscache.com/im/pictures/955de743-980c-45f8-97da-bd38359d203f.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
Fayetteville Sweet Spot 2,33966590,Fayetteville,Arkansas,United States,2 bedrooms,1.5 baths,2 beds,$89, Amy/Donny,197344993,36.08758,-94.17414,Entire home hosted by Amy/Donny,https://a0.muscache.com/im/pictures/0fd469dc-b3ee-4268-a62c-2b2bce4c6786.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
New Luxury Townhome! 5 Minutes from UofA!,,Fayetteville,Arkansas,United States,2 bedrooms,2.5 baths,3 beds,$141, Grace,171848948,36.05559,-94.20242,Entire home hosted by Grace,https://a0.muscache.com/im/pictures/miso/Hosting-545575407316102423/original/e98445ee-d1f8-42cd-aee6-fabc5ab03d01.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Newly Renovated 8mins to DT Fayetteville/UofA!,547327856118688417,Farmington,Arkansas,United States,2 bedrooms,2 baths,3 beds,$92, Yoom,7184691,36.0416,-94.2305,Entire home hosted by Yoom,https://a0.muscache.com/im/pictures/miso/Hosting-547327856118688417/original/fef0b3b6-9340-47a1-94ef-02b101f0d58e.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
2 Bedroom house 1 mile to UA Dickson and Trails,,Fayetteville,Arkansas,United States,2 bedrooms,1 bath,2 beds,$113, Belle,126444883,36.0487,-94.1671,Entire home hosted by Belle,https://a0.muscache.com/im/pictures/0ba25f3e-a253-426c-b561-3d77e9ca3980.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
Condo Off Dickson - WALK to Dickson,38180980,Fayetteville,Arkansas,United States,2 bedrooms,2 baths,2 beds,$136, Cohobnb,72787555,36.06632,-94.162,Entire condo hosted by Cohobnb,https://a0.muscache.com/im/pictures/40d3b399-03ee-484d-beeb-1c4e1257162e.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Downtown Fayetteville House with Loft!!!,,Fayetteville,Arkansas,United States,3 bedrooms,2 baths,4 beds,$178, Mandy,40631005,36.06055,-94.15713,Entire home hosted by Mandy,https://a0.muscache.com/im/pictures/miso/Hosting-22513046/original/4b863ef6-d04f-45de-b5c4-d3986fd31e97.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
Basecamp Bungalow: Perfect Home Central Location,,Fayetteville,Arkansas,United States,3 bedrooms,2 baths,4 beds,$93, Jennifer,452603435,36.04136,-94.17686,Entire home hosted by Jennifer,https://a0.muscache.com/im/pictures/miso/Hosting-681075517855727662/original/153ae4f6-ad60-4a33-9d5e-e9107a22091e.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services
Razorback Ranch House,44195535,Fayetteville,Arkansas,United States,2 bedrooms,2 baths,2 beds,$98, Mike,21840577,36.08942,-94.20948,Entire home hosted by Mike,https://a0.muscache.com/im/pictures/3a0a374d-ce6e-497f-84c8-400473160d45.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Parking and facilities; Services; Not included
Peaceful Bedroom On The Hills Of Fayetteville,,Fayetteville,Arkansas,United States,1 bedroom,1 shared bath,1 bed,$45, Alix,77163647,36.10044,-94.12338,Private room in home hosted by Alix,https://a0.muscache.com/im/pictures/60c692db-4540-4727-9178-cdd275339083.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Scenic views; Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
New Centennial Park luxury Smart Home w opt ebikes,,Fayetteville,Arkansas,United States,2 bedrooms,2.5 baths,2 beds,$119, Roy,162106281,36.05483,-94.20205,Entire home hosted by Roy,https://a0.muscache.com/im/pictures/e5af2519-1e6f-4be3-a3ed-cc4cc1b5be8e.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Scenic views; Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
The Star of South Fay | Remodeled | Sleeps 4,,Fayetteville,Arkansas,United States,2 bedrooms,1.5 baths,2 beds,$116, Niles,289734110,36.0415,-94.16618,Entire home hosted by Niles,https://a0.muscache.com/im/pictures/miso/Hosting-643677007741987347/original/3388c31b-d670-4c96-afcc-32f37e8bb68f.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services
Quaint Condo in the Heart of Fayetteville.,35146650,Fayetteville,Arkansas,United States,1 bedroom,1 bath,1 bed,$80, Amy,73631710,36.05987,-94.16646,Entire condo hosted by Amy,https://a0.muscache.com/im/pictures/367dd701-e164-41e6-9aeb-17a271b045b5.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Parking and facilities; Services; Not included
ACT ONE,,Fayetteville,Arkansas,United States,2 bedrooms,2.5 baths,2 beds,$145, Act One,383316942,36.0644,-94.1645,Entire townhouse hosted by Act One,https://a0.muscache.com/im/pictures/0aa8be7c-3612-4f4e-b6c4-e721c7ef2533.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Fayetteville Central - Peaceful Suite,26684441,Fayetteville,Arkansas,United States,1 bedroom,1 private bath,1 bed,$38, Karen,124634392,36.08775,-94.16157,Private room in home hosted by Karen,https://a0.muscache.com/im/pictures/14c241ae-f1cf-42f7-ac13-eedb8e852926.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
The Peacock Cottage,52427300,Fayetteville,Arkansas,United States,1 bedroom,1 bath,1 bed,$118, Jennifer,197559344,36.02941,-94.08148,Entire cabin hosted by Jennifer,https://a0.muscache.com/im/pictures/miso/Hosting-52427300/original/135a2d13-cf47-4426-b281-1188d767053c.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
cozy comfortable private room.,8508922,Fayetteville,Arkansas,United States,1 bedroom,1 private bath,1 bed,$75, Patricia,34311004,36.0957,-94.13078,Private room in home hosted by Patricia,https://a0.muscache.com/im/pictures/89895b8f-6d10-4b03-b2e9-8cce08b3e3ff.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Hogs Hideaway On Dickson St.,51144709,Fayetteville,Arkansas,United States,2 bedrooms,1.5 baths,3 beds,$176, Cole,111438959,36.06615,-94.16789,Entire condo hosted by Cole,https://a0.muscache.com/im/pictures/5e39c8f2-2ad5-42c9-b3cf-bb1c0f83c7aa.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Dickson St. Historic District Eff.,3013032,Fayetteville,Arkansas,United States,1 bedroom,1 bath,2 beds,$85, Camilla,1312010,36.06579,-94.14954,Entire rental unit hosted by Camilla,https://a0.muscache.com/im/pictures/1a978ecb-442c-4685-ac4c-f5bdfbf86d40.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
The Fika - Next to Lake Fayetteville Trail,48889991,Springdale,Arkansas,United States,3 bedrooms,2 baths,4 beds,$109, Arielle,187686880,36.14548,-94.12617,Entire home hosted by Arielle,https://a0.muscache.com/im/pictures/35065454-5d5f-49d4-ba0b-11676971ed1e.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services
Historic Mt. Sequoyah Ozark Retreat on Dickson St.,250534,Fayetteville,Arkansas,United States,1 bedroom,1 bath,2 beds,$95, Camilla,1312010,36.06725,-94.14953,Entire rental unit hosted by Camilla,https://a0.muscache.com/im/pictures/2401593/964e5ea5_original.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Scenic views; Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Fayetteville Getaway,49687839,Fayetteville,Arkansas,United States,3 bedrooms,2 baths,3 beds,$100, Hector,133294538,36.08189,-94.21089,Entire home hosted by Hector,https://a0.muscache.com/im/pictures/miso/Hosting-49687839/original/8d91d0bb-a1c2-45f0-9fa5-208d88fc7bb9.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services
Home on Hollywood,691176886691121772,Fayetteville,Arkansas,United States,2 bedrooms,1 bath,3 beds,$98, Payne,59912583,36.0527,-94.1887,Entire home hosted by Payne,https://a0.muscache.com/im/pictures/prohost-api/Hosting-691176886691121772/original/772b2b13-f8e1-4f35-b5e8-1929b6405bac.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Parking and facilities; Services; Not included
Charming Bungalow near Downtown Fayetteville,51820513,Fayetteville,Arkansas,United States,2 bedrooms,1 bath,2 beds,$97, Vicky,282845892,36.05546,-94.15123,Entire bungalow hosted by Vicky,https://a0.muscache.com/im/pictures/1955d89e-f60d-4f2d-863a-dab0287426e1.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
The Stadium Cottage,720928942702662378,Fayetteville,Arkansas,United States,1 bedroom,1 bath,2 beds,$123, Sean,41751330,36.06977,-94.1813,Entire cottage hosted by Sean,https://a0.muscache.com/im/pictures/miso/Hosting-720928942702662378/original/74424fbf-ed79-446b-ad9e-89265465f04f.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Scenic views; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
Sunny Side Up in South Fayetteville,28578234,Fayetteville,Arkansas,United States,2 bedrooms,2 baths,2 beds,$106, Leah,69885022,36.05744,-94.15132,Entire home hosted by Leah,https://a0.muscache.com/im/pictures/4720ba48-79eb-4a74-8f6e-b97d19708eb8.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services
*Maple St. Apt* Steps to UofA Dickson Greenway,28785153,Fayetteville,Arkansas,United States,1 bedroom,1 bath,1 bed,$102, Tucker,217118699,36.07146,-94.16446,Entire rental unit hosted by Tucker,https://a0.muscache.com/im/pictures/a0248b4c-d64c-4f18-a63a-d620d367cb63.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Parking and facilities; Services; Not included
Private sanctuary close to downtown & bike trails,27546593,Springdale,Arkansas,United States,1 bedroom,1 bath,2 beds,$65, Brook,163319208,36.18032,-94.13261,Entire guesthouse hosted by Brook,https://a0.muscache.com/im/pictures/b6325780-d001-4931-a2c2-14a106e8bfff.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Scenic views; Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Hot tub! King Bed U of A Dog Park,,Fayetteville,Arkansas,United States,3 bedrooms,2 baths,4 beds,$110, Colton,397692498,36.08761,-94.20889,Entire home hosted by Colton,https://a0.muscache.com/im/pictures/06f382eb-bd6c-4c66-be36-3d75b6930e7f.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
The Abshier - Central Location - Fay Townhome,28864577,Fayetteville,Arkansas,United States,2 bedrooms,2.5 baths,2 beds,$112, Cohobnb,72787555,36.07917,-94.15361,Entire townhouse hosted by Cohobnb,https://a0.muscache.com/im/pictures/prohost-api/Hosting-28864577/original/44726704-30e4-4b01-8ea1-7bb838eae87a.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
The Champagne Room,,Fayetteville,Arkansas,United States,1 bedroom,1 bath,1 bed,$80, Alexander,362853204,36.05944,-94.16097,Entire rental unit hosted by Alexander,https://a0.muscache.com/im/pictures/miso/Hosting-675294812319765797/original/c1f19a7a-bafd-4590-8b42-67bde94fdd99.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
NEW! Mid Century Oasis - 10 mins to UofA & Dickson,43035331,Fayetteville,Arkansas,United States,2 bedrooms,1 private bath,3 beds,$61, Zack,46332614,36.05211,-94.22577,Private room in home hosted by Zack,https://a0.muscache.com/im/pictures/f7f28bb3-c589-487e-acbf-07fd3043b339.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Scenic views; Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Quiet cozy & clean townhome close to UA and I-49,38512128,Fayetteville,Arkansas,United States,2 bedrooms,1.5 baths,2 beds,$104, Fernando,25332426,36.08471,-94.20058,Entire home hosted by Fernando,https://a0.muscache.com/im/pictures/0dcae596-b088-4357-a939-f419bd395de6.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Parking and facilities; Services; Not included
Spacious Cottage Getaway | Royal Beds Fireplace,48566390,Fayetteville,Arkansas,United States,2 bedrooms,2 baths,4 beds,$111, Stephanie,185762771,36.12586,-94.11052,Entire home hosted by Stephanie,https://a0.muscache.com/im/pictures/prohost-api/Hosting-48566390/original/90cbbad1-1eb3-4271-839c-cbf3a62c3483.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
Dickson Street Wine Retreat | One Block from UofA!,24474123,Fayetteville,Arkansas,United States,1 bedroom,1 bath,2 beds,$213, Elliott,184862300,36.06515,-94.16641,Entire condo hosted by Elliott,https://a0.muscache.com/im/pictures/39621d1a-7708-4433-999b-bd216c721570.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Bathroom; Bedroom and laundry; Entertainment; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Outdoor; Parking and facilities; Services; Not included
Gorgeous Home near Park Trail University DT +,,Fayetteville,Arkansas,United States,3 bedrooms,2.5 baths,4 beds,$225, Martin,124784550,36.07424,-94.159,Entire home hosted by Martin,https://a0.muscache.com/im/pictures/6c1095bd-a11b-439e-a3b4-42583a6ef255.jpg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Scenic views; Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services
Charming Fayetteville Retreat. 3 Min from U of A!!,603077568583430333,Fayetteville,Arkansas,United States,2 bedrooms,2 baths,3 beds,$85, Jo,170338921,36.0862,-94.1826,Entire home hosted by Jo,https://a0.muscache.com/im/pictures/miso/Hosting-603077568583430333/original/62572227-15e7-4542-ad2c-8865788d4737.jpeg?im_w=720,Cleanliness; Accuracy; Communication; Location; Check-in; Value; review_count,Scenic views; Bathroom; Bedroom and laundry; Entertainment; Family; Heating and cooling; Home safety; Internet and office; Kitchen and dining; Location features; Outdoor; Parking and facilities; Services; Not included
